0.000000000000000000e+00 1.359325647646233287e-02
0.000000000000000000e+00 4.077976942938699861e-02
0.000000000000000000e+00 6.796628238231167130e-02
0.000000000000000000e+00 9.515279533523632316e-02
0.000000000000000000e+00 1.223393082881610028e-01
0.000000000000000000e+00 1.495258212410856546e-01
0.000000000000000000e+00 1.767123341940103343e-01
0.000000000000000000e+00 2.038988471469349861e-01
0.000000000000000000e+00 2.310853600998596658e-01
0.000000000000000000e+00 2.582718730527843176e-01
0.000000000000000000e+00 2.854583860057089972e-01
0.000000000000000000e+00 3.126448989586336769e-01
0.000000000000000000e+00 3.398314119115583010e-01
0.000000000000000000e+00 3.670179248644829806e-01
0.000000000000000000e+00 3.942044378174076602e-01
0.000000000000000000e+00 4.213909507703323398e-01
0.000000000000000000e+00 4.485774637232569639e-01
0.000000000000000000e+00 4.757639766761816436e-01
0.000000000000000000e+00 5.029504896291062677e-01
0.000000000000000000e+00 5.301370025820310028e-01
0.000000000000000000e+00 5.573235155349556269e-01
0.000000000000000000e+00 5.845100284878803620e-01
0.000000000000000000e+00 6.116965414408049861e-01
0.000000000000000000e+00 6.388830543937296103e-01
0.000000000000000000e+00 6.660695673466543454e-01
0.000000000000000000e+00 6.932560802995789695e-01
0.000000000000000000e+00 7.204425932525035936e-01
0.000000000000000000e+00 7.476291062054283287e-01
0.000000000000000000e+00 7.748156191583529528e-01
0.000000000000000000e+00 8.020021321112776880e-01
0.000000000000000000e+00 8.291886450642023121e-01
0.000000000000000000e+00 8.563751580171269362e-01
0.000000000000000000e+00 8.835616709700516713e-01
0.000000000000000000e+00 9.107481839229762954e-01
0.000000000000000000e+00 9.379346968759009195e-01
1.071155614427211650e-03 9.651212098288256547e-01
4.942722489166235383e-02 9.923077227817502788e-01
4.993065252307649082e-01 1.019494235734675014e+00
1.995641176647514836e+00 1.046680748687599527e+00
4.106221399229321278e+00 1.073867261640524262e+00
5.466736692945957543e+00 1.101053774593448997e+00
5.411678059386567874e+00 1.128240287546373732e+00
4.422549593307570248e+00 1.155426800499298245e+00
3.211909639952988282e+00 1.182613313452222981e+00
2.179932183867749007e+00 1.209799826405147716e+00
1.407548792578843244e+00 1.236986339358072229e+00
9.184920016528641540e-01 1.264172852310996964e+00
6.034835550804936721e-01 1.291359365263921699e+00
4.233989779939300591e-01 1.318545878216846212e+00
3.226626123608359875e-01 1.345732391169770947e+00
2.791596944834361937e-01 1.372918904122695682e+00
2.627562153260151190e-01 1.400105417075620196e+00
2.845675626834210936e-01 1.427291930028544931e+00
3.214031529304398060e-01 1.454478442981469666e+00
3.746492763526878544e-01 1.481664955934394179e+00
4.281310594605571840e-01 1.508851468887318914e+00
4.963206031941893581e-01 1.536037981840243649e+00
5.697699692500514113e-01 1.563224494793168384e+00
6.289329007441333275e-01 1.590411007746092897e+00
6.882133629829729760e-01 1.617597520699017632e+00
7.035227353729951449e-01 1.644784033651942368e+00
6.854367596117235673e-01 1.671970546604866881e+00
6.213410322257301166e-01 1.699157059557791616e+00
5.598417590940929500e-01 1.726343572510716351e+00
5.274321317080453708e-01 1.753530085463640864e+00
5.509032146534941221e-01 1.780716598416565599e+00
6.577397656472183662e-01 1.807903111369490334e+00
8.640400088453914496e-01 1.835089624322414847e+00
1.158522294472712932e+00 1.862276137275339583e+00
1.516522163772386911e+00 1.889462650228264318e+00
1.839229522561612651e+00 1.916649163181188831e+00
2.078928643776983165e+00 1.943835676134113566e+00
2.155837760687573823e+00 1.971022189087038301e+00
2.073328082233282466e+00 1.998208702039963036e+00
1.851745906800059016e+00 2.025395214992887549e+00
1.559918774579229117e+00 2.052581727945812062e+00
1.282468596194638044e+00 2.079768240898737020e+00
1.078491724632143933e+00 2.106954753851661533e+00
9.941063176814681768e-01 2.134141266804586046e+00
1.011330876269785017e+00 2.161327779757511003e+00
1.063545125230715316e+00 2.188514292710435516e+00
1.107049148666904292e+00 2.215700805663360473e+00
1.102223364635013692e+00 2.242887318616284986e+00
1.057448679509943590e+00 2.270073831569209499e+00
9.862980208385375702e-01 2.297260344522134456e+00
9.031641027901317065e-01 2.324446857475058970e+00
8.295987939843197934e-01 2.351633370427983483e+00
7.668864477990199324e-01 2.378819883380908440e+00
