0.000000000000000000e+00 1.176292098735371577e-01
0.000000000000000000e+00 3.528876296206114871e-01
0.000000000000000000e+00 5.881460493676857748e-01
4.372278529019434090e-02 8.234044691147600625e-01
1.216117147877572080e+00 1.058662888861834350e+00
1.232259967791925703e+00 1.293921308608908749e+00
1.100401152848889730e+00 1.529179728355983148e+00
1.045547000359534628e+00 1.764438148103057324e+00
9.939830852878166478e-01 1.999696567850131723e+00
9.773064782431932773e-01 2.234954987597205900e+00
9.721063054413842108e-01 2.470213407344280299e+00
9.957968960034059291e-01 2.705471827091354697e+00
1.024248619517787562e+00 2.940730246838429096e+00
1.030666026503383348e+00 3.175988666585503051e+00
1.014172217491437822e+00 3.411247086332577449e+00
9.989014475710447094e-01 3.646505506079651848e+00
1.012196519200459166e+00 3.881763925826726247e+00
1.013625742568644128e+00 4.117022345573800202e+00
1.024443708631242345e+00 4.352280765320874600e+00
1.018656668548338695e+00 4.587539185067948999e+00
1.006203692973852259e+00 4.822797604815023398e+00
1.015191242903634716e+00 5.058056024562097797e+00
9.969636708512050749e-01 5.293314444309172195e+00
9.984588512573123742e-01 5.528572864056246594e+00
9.956341982373639876e-01 5.763831283803320993e+00
1.003018882018252844e+00 5.999089703550395392e+00
1.010937705987861479e+00 6.234348123297469790e+00
1.002184896866059605e+00 6.469606543044543301e+00
1.019053617196649331e+00 6.704864962791617700e+00
1.017159462963314942e+00 6.940123382538692098e+00
1.017886931978211118e+00 7.175381802285766497e+00
1.014920589496147496e+00 7.410640222032840896e+00
1.014350808779716617e+00 7.645898641779915295e+00
1.012537526287657030e+00 7.881157061526989693e+00
1.003901001179484664e+00 8.116415481274064092e+00
1.011096691850477347e+00 8.351673901021138491e+00
1.007614318500820394e+00 8.586932320768212890e+00
1.000396233470496332e+00 8.822190740515287288e+00
1.001489659383460129e+00 9.057449160262361687e+00
1.007178699912246067e+00 9.292707580009436086e+00
1.006777256536800058e+00 9.527965999756510485e+00
1.005614209284613425e+00 9.763224419503584883e+00
1.009740725696287367e+00 9.998482839250659282e+00
1.008556707281694997e+00 1.023374125899773190e+01
1.004466954349912955e+00 1.046899967874480630e+01
9.981579932130338895e-01 1.070425809849188070e+01
1.005805557528503424e+00 1.093951651823895510e+01
9.997821031433482553e-01 1.117477493798602950e+01
1.003157682359333336e+00 1.141003335773310390e+01
1.005057001642117864e+00 1.164529177748017830e+01
9.947870750103164905e-01 1.188055019722725270e+01
9.947137631627216425e-01 1.211580861697432709e+01
9.944070275570671136e-01 1.235106703672140149e+01
9.933541003506708433e-01 1.258632545646847589e+01
9.964668246052771350e-01 1.282158387621555029e+01
9.919684080322594966e-01 1.305684229596262469e+01
9.978334215174371469e-01 1.329210071570969909e+01
1.003644124320900888e+00 1.352735913545677349e+01
9.977926937354987258e-01 1.376261755520384789e+01
1.000987191787146458e+00 1.399787597495092228e+01
9.977055240019695459e-01 1.423313439469799668e+01
1.001716212224672331e+00 1.446839281444507108e+01
9.985292629484149307e-01 1.470365123419214548e+01
1.000093384283879283e+00 1.493890965393921988e+01
9.993978358204287371e-01 1.517416807368629250e+01
1.001323706164400473e+00 1.540942649343336690e+01
1.002761933272593886e+00 1.564468491318044130e+01
9.980554095341326315e-01 1.587994333292751570e+01
9.964096912881305057e-01 1.611520175267459010e+01
9.941009776991239777e-01 1.635046017242166627e+01
9.948448715927306063e-01 1.658571859216873889e+01
9.552246513932333150e-01 1.682097701191581507e+01
9.141361360107498335e-01 1.705623543166288769e+01
8.772906830094611141e-01 1.729149385140996387e+01
8.378754163166082236e-01 1.752675227115703649e+01
8.032615187401390688e-01 1.776201069090410911e+01
7.637948538820354960e-01 1.799726911065118529e+01
7.297915071888159133e-01 1.823252753039825791e+01
6.960488884474238525e-01 1.846778595014533408e+01
6.592352530917867659e-01 1.870304436989240671e+01
6.268571516048009329e-01 1.893830278963948288e+01
5.957601667750372920e-01 1.917356120938655550e+01
5.626577191580270920e-01 1.940881962913363168e+01
5.334580528384791354e-01 1.964407804888070430e+01
5.051484308408387136e-01 1.987933646862778048e+01
4.734592829745847276e-01 2.011459488837485310e+01
4.447945260741273388e-01 2.034985330812192927e+01
4.171013365173138476e-01 2.058511172786900190e+01
3.916047402236187969e-01 2.082037014761607807e+01
3.653046118059987690e-01 2.105562856736315069e+01
3.379229787660528173e-01 2.129088698711022687e+01
3.106585526560018962e-01 2.152614540685729949e+01
2.864074064318066215e-01 2.176140382660437567e+01
2.615261432667711494e-01 2.199666224635144829e+01
2.373806315926907939e-01 2.223192066609852446e+01
2.142339158520245868e-01 2.246717908584559709e+01
1.901387681457649692e-01 2.270243750559266971e+01
1.679674583930170495e-01 2.293769592533974588e+01
1.474000561586832347e-01 2.317295434508681851e+01
1.261907135556041004e-01 2.340821276483389468e+01
1.070001294186891244e-01 2.364347118458096730e+01
9.130957879945270084e-02 2.387872960432804348e+01
7.782325593452484036e-02 2.411398802407511610e+01
6.814264855673422827e-02 2.434924644382219228e+01
5.811385682959233773e-02 2.458450486356926490e+01
4.971351814375835065e-02 2.481976328331634107e+01
4.238768233949177094e-02 2.505502170306341370e+01
3.522678387268590033e-02 2.529028012281048987e+01
2.932033360115954626e-02 2.552553854255756249e+01
2.412734358190193190e-02 2.576079696230463867e+01
2.013652541623188463e-02 2.599605538205171129e+01
1.628826872270182011e-02 2.623131380179878747e+01
1.314347096840804037e-02 2.646657222154586009e+01
1.009757113788895683e-02 2.670183064129293626e+01
7.745415135395552694e-03 2.693708906104000889e+01
5.784583736403413334e-03 2.717234748078708506e+01
3.949398170827157772e-03 2.740760590053415768e+01
2.705314198928576632e-03 2.764286432028123031e+01
1.593823252314423983e-03 2.787812274002830648e+01
7.761521864393919248e-04 2.811338115977537910e+01
3.040782368307269026e-04 2.834863957952245528e+01
3.963724420826651723e-05 2.858389799926952790e+01
0.000000000000000000e+00 2.881915641901660408e+01
0.000000000000000000e+00 2.905441483876367670e+01
0.000000000000000000e+00 2.928967325851075287e+01
0.000000000000000000e+00 2.952493167825782550e+01
0.000000000000000000e+00 2.976019009800490167e+01
0.000000000000000000e+00 2.999544851775197429e+01
0.000000000000000000e+00 3.023070693749905047e+01
0.000000000000000000e+00 3.046596535724612309e+01
0.000000000000000000e+00 3.070122377699319927e+01
0.000000000000000000e+00 3.093648219674027189e+01
0.000000000000000000e+00 3.117174061648734806e+01
0.000000000000000000e+00 3.140699903623442069e+01
0.000000000000000000e+00 3.164225745598149686e+01
0.000000000000000000e+00 3.187751587572856948e+01
0.000000000000000000e+00 3.211277429547564566e+01
0.000000000000000000e+00 3.234803271522272183e+01
0.000000000000000000e+00 3.258329113496979090e+01
0.000000000000000000e+00 3.281854955471686708e+01
0.000000000000000000e+00 3.305380797446394325e+01
